nama_tempat,user,review,rating
Alice Springs Desert Park,Ellery,This is a really cool place to visit! I got to see lots of animals. Would highly recommend. The birds of prey were especially amazing. I got to have a photo taken with Rory the wedge tailed eagle. 🦅 👏 …,5
Alice Springs Desert Park,Andrea Heron,"Excellent place to spend a half to full day enjoying the area. Fantastic bird show, amazing walk-in natural style aviaries with a huge number of beautiful birds. We also enjoyed the Survival in the desert presentation by local host Jeremy. The nocturnal house was very good. Recommended visit especially for bird watchers.",5
Alice Springs Desert Park,Coral Duncombe,Absolutely fantastic place for a family outing. We loved every moment.,5
Alice Springs Desert Park,Edward West,Loved our time here! The Nocturnal exhibition is incredible,5
Alice Springs Desert Park,Harry Major,Loved it.What a well designed Park.Something for everybody. Well done.,5
Alice Springs Desert Park,Emma Field,An absolutely amazing park wear your walking shoes and take a bottle of water the nocturnal house is magical,5
Alice Springs Desert Park,Sarah Gray,Great for all ages and times of the day there is always a feeding or a show to see,5
Alice Springs Desert Park,Pickle Rick,Visited on the 4th April 2024. The tour guide Ann was fantastic and very knowledgeable. All the staff were friendly and the animals were well worth seeing. Bird show was amazing. Would for sure go again 👍 …,5
Alice Springs Desert Park,Amber Harrison,This biological and botanical park is excellent. Its easy to walk around and navigate and just the right size to be interesting but not overwhelming. It displays the different types of landscapes found in central Australia and there's lots …,5
Alice Springs Desert Park,Elzette,It is definitely worth a visit. We arrived at 8:30am and left at 3:30pm. The tours were engaging and informative.  Will visit again if we have the opportunity.,5
Alice Springs Desert Park,Jeffrey Gray,"We had a 3 hr tour from the Ghan. Would have liked to stay longer, but the talks on dingos, emus and Bush medicines were all we had time for yet were great. The live bird show is not to be missed. Sensational. The Nocturnal House was large …",5
Alice Springs Desert Park,Michael Golden,"Parrtjima festival with light show was on in the evening, really good.
11 - 20 September 2020.
Worth stopping by if you are in the area.",4
Alice Springs Desert Park,Colin Rood,"Amazing wildlife park, really well put together and staffed. Great to see the animals in something close to their natural habitat",5
Alice Springs Desert Park,Zoe Philippa,Amazing spot to see some Australian animals. Recommend the talks about survival in the desert the woman who lectured really knew her stuff,4
Alice Springs Desert Park,anna sisini,"Amazing experience in a beautiful location.
The staff was super friendly and knowledgeable!",5
Alice Springs Desert Park,Roseanne Hogarth,Great place to sample the outback and the interesting wildlife which lives in the desert.  The nocturnal house tour is a must.,5
Alice Springs Desert Park,J Mark,"Absolutely must see, the bird show was fantastic, and the night displays were the best.",4
Alice Springs Desert Park,Paul Garnham,Great place to visit - do not miss the bird show,5
Alice Springs Desert Park,Paul Bickerton,Really enjoyed the free flight interactive display. Wanted more time in the Nocturnal display. Deeply impressed with the botanical and biological knowledge.,4
Alice Springs Desert Park,Helen Buttemeier,"It was really warm when we were there. Drink plenty of water if you go. The wild bird show is great,if you like birds flying around you. They're beautiful but can be a bit scary.",4
Alice Springs Desert Park,Konrad,"The animals are kept in a species-appropriate manner.
Nocturnal tour was very impressive.
Friendly staff. Absolutely recommendable! …",5
Alice Springs Desert Park,Dan,A great park for a 3-4 hour visit. Just remember it's not a Zoo. Great small exhibitions with good information on the animals. Lots of bird exhibitions and a fabulous free flying bird show (must see). The nocturnal area is very good for the …,3
Alice Springs Desert Park,jaymz,"Incredible, beautiful, a must-see attraction in Alice Springs

This was honestly amazing, and I'd say if you go to Alice Springs you really …",5
Alice Springs Desert Park,Neil Ingram,"Well set-up, heaps pf interesting displays and easy walking trails",4
Alice Springs Desert Park,Robyn Barrett,"Advised by many locals to visit Desert Park. It was fabulous!! Spent 3 hours wandering, Impressive bird show, lovely & knowledgeable staff, interesting & informative exhibits. Worth a visit if you're ever in Central Australia 👍👍👍 …",5
Alice Springs Desert Park,Raden Davis,I love this place best thing about Alice. The talks and the bird show are next level. Only drawback is the cafe facilities.,5
Alice Springs Desert Park,Brendan Greenhalgh,"Amazing experience, love the nocturnal house and the bird show. Not very busy when we went, not as many animals but more about the landscape and the flora. Heaps of different birds in various aviaries around the park. Kids loved it!",5
Alice Springs Desert Park,Sue p,The light show they held as part of the festival of light was worth seeing,5
Alice Springs Desert Park,Michael M,A must if you are in Alice and have the time. Easy drive - good parking and friendly efficient staff. The animals are awesome. A real treat if you've never been out of the city. …,5
Alice Springs Desert Park,Ian Rumley,Our visit exceeded my expectations. The facility is well designed and blends in well with the desert environment. It is far enough out of town to be a very quiet place. The McDonnell range forms a very scenic backdrop. The trails make it …,5
Alice Springs Desert Park,Gordon Kay,"Overall, the Desert Park was disappointing. A great venue and outlook, but dated and lacked energy by those that work there.
Very few signs about trees / plants, lacked animals friendly environments and …",Unknown
Alice Springs Desert Park,Margaret Fontana,Excellent park.  Thoroughly enjoyed our time here.  Informative.,5
Alice Springs Desert Park,Malcolm Somers,My halve day trio was not long enough I need another hour at least to see everything,4
Alice Springs Desert Park,Ron Norrish,"All exhibits were active (in early evening), ie. showed more activity than early-in-the-day visits. Well worth the time and costs. Does need better signage around park.",4
Alice Springs Desert Park,Jay B,"You must see the bird show, and the park if visiting",5
Alice Springs Desert Park,Regina Frolova,Very pleasant park. Enjoyed the bird show and the atmosphere of the desert.,5
Alice Springs Desert Park,Rowan Anderson,Learnt about and saw life in the desert. We could hire a mobility scooter for $10. The talk from Ruben was very interesting.,5
Alice Springs Desert Park,Malcolm Smith,A great morning spent here. I wish the dingos and Emu's were given much more space.,4
Alice Springs Desert Park,Reiner Ködteritzsch,Great place to see all the wildlife of the red centre. Highly recommended when you travel through this part of the country.,5
Alice Springs Desert Park,Angelika Lakis-Zimmermann,Great park to see and learn about the different desert habitats. The nighthouse is a MUST. Where else could you see a Mala or bilby?,5
Alice Springs Desert Park,Rochelle Kosmeier,"I wasn't sure about coming here as we live near a few zoos and animal parks, but SO glad we did! This park has the best nocturnal house I've ever been in. The entire park is clean and well laid out. The keeper talks and bird feedings are …",5
Alice Springs Desert Park,Bettina Schmidt,Really good! Great idea with water post so many places. The birdshow was excellent!,5
Alice Springs Desert Park,Lindsay J Fisher,"We hadn't been for 20 years, but it was better than ever! The wild birds plus the aviary ones gave a great over-view of the birds of Central Australia.  Great photo opportunities too. The nocturnal house and free-flying bird display was excellent.  Allow 4-5 hours.",5
Alice Springs Desert Park,sashkow s,A must here!,5
Alice Springs Desert Park,Matt Nolan,Got out there early. It's a desert park themed to represent local landscape.  Great bird show and informative talks.,4
Alice Springs Desert Park,Alison Belstead,As part of a tour group we were provided with an awesome buffet lunch that I will remember forever.,5
Alice Springs Desert Park,Enrico Stahn,"Good for a visit with the kids. We were told people only go there for the bird show, which I thought was a bit underwhelming comparatively to other shows. It’s a good show, you learn some interesting facts about the local birds. …",5
Alice Springs Desert Park,VIGNESH KUMAR Chandiraseharan,"Fantastic experience. Got a wonderful reception, were explained about the facilities available. It is a reasonable walk for a 8 year old daughter and elderly parents. We missed many of the talks, but got to attend the bird show as recommend …",5
Alice Springs Desert Park,Thomas S,Great place for families. The Rapace show should not be missed.,5
Alice Springs Desert Park,Wanda Taylor Taylor,Fantastic free flight bird show and native desert flora.,5
Alice Springs Desert Park,Keryn Jones,"Truly exceeded expectations. Although we'd been out exploring the actual desert for some time, this park gave us new info and enabled us to see critters that were elusive in the wild. Quite a few different birds in so many different …",5
Alice Springs Desert Park,Mandy D,Wonderful experience on the nocturnal tour well worth it,5
Alice Springs Desert Park,Graham H,"Great place to visit.
Informative and an awesome bird show",5
Alice Springs Desert Park,Peter Cox-Livingstone,"A not to miss experience when in Alice Springs. The bird show was fantastic. We spent about 3 hours wandering around the beautiful gardens, also looking at the animal enclosures and the nocturnal house. It wasn't nearly enough time. Staff …",5
Alice Springs Desert Park,Victoria Payne,Fantastic day out! A must for bird lovers. The free flying bird display was amazing and quite different to ones I have seen in other zoos. The best nocturnal house I've ever been to and the guide was great fun too!,5
Alice Springs Desert Park,Amy,"Nice place for a half day trip. Very well designed, so you can get close to all the animals. 10am free birds show is very nice, make sure you arrive at the venue 10 minutes early. Plenty of drinking water spot and 3 have chilled water. A lot to see",5
Alice Springs Desert Park,Steven Foot,"Fantastic experience. We spent the entire day here strolling around listening to the guides and seeing animals, then came back for the night show. The night show was worth it to us, seeing native animals feeding and foraging in the night …",5
Alice Springs Desert Park,Liz Johnstone,"Wonderful experience. We saw so much, including an owl! Guide very informative and interesting. A highlight of our trip to NT!",5
Alice Springs Desert Park,Brendon Leong,Great place to visit. Activities are very informative,5
Alice Springs Desert Park,Andrew Pierson,"Allow plenty of time to explore this must-see, amazing park. If you can, go with the guides to hear about the local culture, stories, their use of the plants and relationships with the animals. (Ruben and Sam were fantastic in their …",5
Alice Springs Desert Park,Rambling Goanna,We visited the Desert Park at the end of June as a group of 6 (3 kids and 3 adults). The highlight was the bird show which is held twice a day - and I would recommend attending both sessions. The speakers were engaging and the birds were …,3
Alice Springs Desert Park,Claire Hipkins,"SUCH a great park! We started with a nocturnal walk with Greg and Emily who were just the greatest, most knowledgeable and enthusiastic guides. When we came back the next day Greg was there again, guiding us through the park. It is easy …",5
Alice Springs Desert Park,Dave Donegan,"A fantastic experience. Extremely knowledgeable, helpful and friendly staff. One of the highlights was the bird show - we’ve been to bird shows at other places and this was easily the best we’ve seen. If you’re in Alice Springs a visit to the Desert Park is highly recommended.",5
Alice Springs Desert Park,Walter van Praag,"Great place for many hours of edutainment. Nice talks, movie, walks, plenty of animals, flora and fauna.  The cafe has limited hours but the souvenir shop and snack machine are open.  Plenty of watering stations throughout the park, …",5
Alice Springs Desert Park,Craig Clarke,Loved the Desert Park for the nice layout and information on the plants as well as the animals that live in the many varied ecosystems on display. The bird presentation was a must see but remember no food and no movement while in the bird …,5
Alice Springs Desert Park,kels b,"Great! We stopped through on a hot day with our toddler so just did a short loop. Staff were lovely. We saw the training show with an owl, it was amazing! Our son LOVED it. Would definitely return.",5
Alice Springs Desert Park,Gillian Ainscough,"Fantastic. Bird flight show was great, indigenous interpretive talk was excellent and the best nocturnal house we have ever seen! The backdrop of the East Macdonnel ranges really made this a stand out experience. We were so impressed with this park that we went twice in 2 days.",5
Alice Springs Desert Park,Livia Zenhäusern,We loved the visit to the desert park! 😍 Make sure you book the night time tour as well! Very well worth it. Everyone was very friendly. The little park has a lot of animals and lots of interesting information. We would have loved to spent some more time but unfortunately we had to leave early! …,5
Alice Springs Desert Park,JANET ELIZABETH,"We REALLY enjoyed the night time walk seeing several varieties of animals. The day tour :- the bird display was terrific, the bird aviary talks were average. The guides knew their topics but the delivery was underwhelming. We were planning …",4
Alice Springs Desert Park,Glenn Brew,"One of the nicest animal parks I've had the pleasure of visiting. So well done that you can forget that you're in a park and not actually in the bush. The shows and talks are all great.  Especially the bird show, try not miss this one. The …",5
Alice Springs Desert Park,Jutta Chrulew,"We took our young grandson to experience the Park. He absolutely loved the birds flying in on cue.
The nocturnal species are interesting creatures to observe,  he liked them as …",5
Alice Springs Desert Park,Rebecca Neumann,"Wonderful!! I could not rate this experience more highly. We stayed from 9am to 6pm with our kids (aged 6 and 9) on a 36C day and loved every minute.The guides were wonderful, the exhibits informative and the landscaping and design spectacular. This is a truly a wonderful central Australian experience.",5
Alice Springs Desert Park,Jo-Ann Hemper,Excellent! Sensitively created to blend with the natural environment.,5
Alice Springs Desert Park,Molly Cheam,"Awesome park, really love the bird life",5
Alice Springs Desert Park,Helen Swan,"So glad we put this on our itinerary. The dingo talk was interesting, the guide was very informative and had a great sense of humour. The bird of prey show was also really good. We enjoyed our wander around the park.",5
Alice Springs Desert Park,K'gari Wuru,Excellent spot for learning about local predators and native ecology,5
Alice Springs Desert Park,Dianne Thornton,"We had a wonderful day, learnt so much.  Even went back for the nocturnal walk. We even got to meet a Boo Boo? Owl, and lots of Marla's. Enjoyed the cafe  that much that we called in on our way to Hermannsburg.",5
Alice Springs Desert Park,Deborah Frederick,Had a wonderful time. Easy to guide oneself  around at own leisurely pace.,4
Alice Springs Desert Park,trevor fitzpatrick,"Just amazing!
The raptor display was awesome.
The presenters and guides were so knowledgeable and friendly!
Don't miss this experience!",5
Alice Springs Desert Park,Rob K,Fantastic park. Absolutely worth a visit.,5
Alice Springs Desert Park,Chloé Ruchaud,Incredible park with amazing animals. We went during the week and there was almost no one. Very pleasant to visit without the tourists. We saw the incredible bird show and loved it.,5
Alice Springs Desert Park,Darren O'Grady,Immerse your soul in the spirit of the raw beauty of Central Australia and the very special people who care for it. …,5
Alice Springs Desert Park,Adrian Dillon,We spent about 3 hours all up including the bird show and guide talks for the nocturnal house and numbats. Well worth it. Cafe was closed when we visited but there were still some drinks and ice-creams available at the gift shop. There are some refrigerated drinking taps available throughout the park.,5
Alice Springs Desert Park,Darian Leckie,"What a fantastic place, the dingo talk and the talk on some of the native plants was extremely interesting thanks ""Skip"".
The bird show again excellent,  due to other commitments we could not stay longer but I highly recommend this special tourist attraction. Well done congratulations.",5
Alice Springs Desert Park,Jean Teo,Beautiful place. Had a nice lunch.,4
Alice Springs Desert Park,Michelle Reid,"4 stars for the park, 2 stars for the cafe.

A pleasurable morning however without the talks and outstanding bird show it …",3
Alice Springs Desert Park,Mykel Brown,If you are ever in Alice Springs you MUST visit here. A fantastic park with an impressive backdrop of the MacDonnell Ranges. Brilliant service from all the park attendants and keepers. I was so impressed by the keepers and their willingness …,5
Alice Springs Desert Park,Zac Roberton,"Avoid this place if you have younger children. We went to view the bird show. Firstly no prams allowed in the theatre (I have no idea why, it looks a pram friendly enough space?). This ment we had to wake our sleeping child, which upset …",Unknown
Alice Springs Desert Park,tom will,Was absolutely amazing! Came in at about 11:30 and left about 4 hours later! The people there were really nice! The care for the land and the beauty they’ve been able to show both with the animals and with the plants are definitely …,5
Alice Springs Desert Park,Isaac Sawka,"Loved this park. It had a great setup, and I can tell they care for their animals. The staff were very accommodating, and the guided tours and displays throughout the day were great. Most of the entertainment of this park relies on their guided tours throughout the day. This is a great place to spend an entire day at. Enjoy!",5
Alice Springs Desert Park,Annie Benham,Enjoyable way to spend a morning especially if you like birds (we do). The vast majority of the exhibits were bird related and the free flight show was very entertaining. Our only negative feedback is that the ranger we had showing us …,4
Alice Springs Desert Park,Salona Corringham,"Really great place, but definitely need at least 1/2 day to get around
Highly recommend the flying bird show",5
Alice Springs Desert Park,Connor,Great place to visit while in Alice. The bird sanctuary's are definitely a highlight. As you can walk through the sanctuaries freely and have a more native and personal experience you wouldn't get anywhere else. …,5
Alice Springs Desert Park,Krystal Bobbe,Wonderful desert park. We especially enjoyed the aviary show and the nocturnal house. My son also enjoyed playing on the small playground outside the cafe and the movie that played hourly. The cafe food left something to be desired but the coffee was nice.   The park rangers were friendly and informative and we had a lovely day here.,5
Alice Springs Desert Park,Lesley Wells,"This is a great place to visit whilst in Alice Springs, great way to learn and appreciate the desert, it's animals and the people who live there.  Great bird display, many different animals and birds to be seen around the park, which is …",5
Alice Springs Desert Park,Dianna Bugden,I thoroughly enjoyed my day spent at Desert Park Alice Springs. The buildings and landscapes are well-designed and maintained. Animals and birds are housed in enclosures where they seem comfortable and content. I was enthralled by the bird …,5
Alice Springs Desert Park,Kym Meaton,"Nice buildings and pathways. Nocturnal house was great, the rest average. The bird show was good but the eagle ( the star or the show) is not currently working. So didn't see it at all. Very disappointing. Lots and lots of little birds in …",3
Alice Springs Desert Park,Mal Cooper,"A nice day out. Most animals could be easily seen at close distances. I particularly liked the nocturnal house. Just one odd thing, no food or drink shops were open, being Easter Friday. Water was readily accessible for drinking. Be aware all walks were in the blazing sun. Hot as...",4
Alice Springs Desert Park,Caren Ruck,Fantastic place to visit. Take your time to see all the beautiful little birds and animals. We weren't sure if we wanted to come back in the evening for the nocturnal tour but are very glad we did. It was amazing. Highly recommended.,5
Alice Springs Desert Park,Michael,A nice place to visit and quietly walk around while enjoying the scenery and the wildlife.,5
Alice Springs Desert Park,Kelli Ann,"We had an amazing day here! We spent 8 hours at the park and had a ball. The man who did most of our talks was named Ruben and he was so lovely, informative and knowledgeable about his land and people. We learnt so much from him and our day at this park. I highly recommend spending a day out there.",5
Alice Springs Desert Park,Simon Verhoeven,"Great animal park. The Free Flight Birds show is a must. The second must see is the nocturnal animals, wait until your eyes adjust to the dark and you'll be rewarded with many animals in they're natural habitat. There's guided tours as well. Easy walking paths for a pleasant experience.",5
Alice Springs Desert Park,Peter Ziemann,The presentations during the day are great. Informative and friendly staff. Exhibits and facilities are good. Don't expect a lot of animals.  2 dingos 1 emu 3 kangaroos. Spend about 3 to 4 hours here. Mornings are best.,3
Alice Springs Desert Park,Hendrik Reinking,"An excellent place to spend a half day.
The bird flight experience is well worth seeing.  Unfortunately the eagle finds it too hot for the afternoon show and aftet October show is only am. …",5
Alice Springs Desert Park,Stephen Deacon,Nicely laid out and well-maintained.  A bit too much zoo-like for my taste with several aviaries.  However it was interesting and the Nocturnal House allows visitors to see creatures that they would otherwise be most unlikely to see in the wild.,4
Alice Springs Desert Park,Dianne WILLIAMS,"Loved the visit to the desert park. The birds were amazing and seeing them up close was  pretty special. Loved the big screen too. The staff/ guides were excellent, very informative and proud to share with visitors. A great experience",5
Alice Springs Desert Park,Russ Crane,Would have probably given it 5 stars except it was sooo hot (37°C) when we went (obviously that was the park's fault 😜) Fabulous flighted bird show with lots of very large and spectacular raptors. Nocturnal house was a great refuge from the …,4
Alice Springs Desert Park,Agustina Amigo,"This place was worth every minute!!!! We were amazed at almost everything, the nocturnal house, the Kangaroos, everything was amazing and you can see that the people working there really want and give their best to keep the animals as happy …",5
Alice Springs Desert Park,Veronica Vanzinnen,Brolga imparts a lot of knowledge about raising kangaroos and is passionate about sharing the knowledge,5
Alice Springs Desert Park,Erin Quinn,"Wonderful experience. Try to set aside a couple of hours so you can soak in the atmosphere.
Be prepared that the large animal exhibits (kangaroo, emu & dingo) are less than thrilling, but the many aviary's and the nocturnal house more than make up for it.",5
Alice Springs Desert Park,Maxim Hatton,A must if visiting Alice Springs. Great layout. A lot of thought put in. A lot to see and learn but not overwhelming. Aviaries were really enjoyable. Nocturnal house my favourite. Plenty of staff ring shows to attend which add to the …,5
Alice Springs Desert Park,Alysha Donaldson,"We came to see the bird show which was ok but didn’t get to see the eagle as there were wild eagles nearby, also the cinema was under construction so the nocturnal house was the best part. Lots of tracks. Probably only interesting if you like birds. Expensive morning out for us to walk some tracks",2
Alice Springs Desert Park,Jo Ellis,"Such a great place to wander around and look at the park. Well set out. We were fortunate to be there as part of the off train experience with the Ghan, so had an indigenous guide and extras at the birds of prey show.",5
Alice Springs Desert Park,helen becher,Great place to experience a true desert adventure. Local guides add a unique story to how they lived in such a harsh place. Five Stars,5
Alice Springs Desert Park,Eliza Nolan,"Enjoyable and easy walking with soooo many birds! Don't miss the bird show either, they come so close and are super facinating. I only had 1.5 hours there and it absolutely wasn't enough time. Wish I'd gotten to an event held there, would be a great open air venue. I'll be back!",5
Alice Springs Desert Park,Regina Parker,The desert park is worth a visit - very large & well set out. Fantastic nocturnal area & a wonderful bird show were the highlights for us. Cost about $32 for entry but easily spend half a day there. There is also a cafe onsite & a theatre area. Well worth going to.,4
Alice Springs Desert Park,Steve Bedford,"Great Park, very informative. Better than expected. The cafe is not great at the moment. Apparently they're between chefs...",4
Alice Springs Desert Park,Caitlyn Easey,Lovely park to be able to learn lots about the animals. Yordi did the bird show when we were there and it was excellent. Thank you,5
Alice Springs Desert Park,Werner Tubbe,Great preservation area and well kept. Terrific guidance by Ann. Highlights: Nocturnal and diurnal animal displays and a wonderful bird show. Photo: Tawny Frogmouth in the nocturnal house.,5
Alice Springs Desert Park,Mark Horrocks,Beautiful nature park showcasing Central Australian birds and animals. Large walk in aviaries to get up close to birds but there is plenty of birds flying around the park as well. Large nocturnal house with all the night animals as well as shows through out the day. All set against the backdrop of the MacDonnell Ranges.,5
Alice Springs Desert Park,Jonathan Bathgate,The nocturnal exhibits are the best I've seen. Animals that are unique to the desert and not usually found in other parks or zoos. The kangaroo enclosure is a little disappointing with only 5-6 roos hanging out. The staff are great. We had an Indigenous guide with amazing knowledge of the country and wildlife.,4
Alice Springs Desert Park,Linda MacAulay,Great place to see plants and birds from the different desert regions.  The bird show is not to missed although at the moment the wedgetail eagle is only featured in the morning show.  I enjoyed the wildflowers and actually saw more birds …,4
Alice Springs Desert Park,Debbie,"Free entry but must register online so they can find out where people are from that visit the area.
Book guided tours. …",5
Alice Springs Desert Park,Denise Kolera,"Absolutely brilliant!!! Spent the entire day viewing the exhibits and attending many of the really informative and specialised Guide Information sessions on offer. Loved walking around the park observing the amazing birdlife, flora and …",5
Alice Springs Desert Park,Stevie Rave Orn,"Thanks Jeremy for a fantastic cultural talk and experience
Bird show was extra special
And the whole park is a credit to the Alice Springs community and Northern …",5
Alice Springs Desert Park,Phil Hollywood,A must do if visiting Alice. Something for all ages,5
Alice Springs Desert Park,Trevor Walker,"Great. The nocturnal exhibit was totally stunning. Thoroughly recommend the whole park. Allow at least 2 hours, more if possible, to take it all in.",5
Alice Springs Desert Park,Leo Faranda,The displays are very well presented and allow a person to experience many aspects of Central Australia in one area.  I have to mention the fantastic bird show and nocturnal animals display.  And of course the friendly staff and guides round off what is an absolutely magnificent display.  Kudos to everyone involved.,5
Alice Springs Desert Park,Alan Hanks,Good place to visit lots to see n do,5
Alice Springs Desert Park,Romeo Bravo,So much more than I expected. Very much worth a visit,5
Alice Springs Desert Park,Ben Zietsch,"Incredible Australian plants and Animals, a must see when in Alice Springs.",5
Alice Springs Desert Park,John Carroll,My wife and I visited Alice Springs Desert Park as part of a Ghan off rain excursion. Reuben was our guide and was fantastic. The bird show was great and Reubens informative and culturally insightful talks were very thought provoking. A must see in Alice Springs.,5
Alice Springs Desert Park,Ronald Halstead,Bird display excellent. The rest needs to be organised. Not enough seating locations throughout the park.,4
Alice Springs Desert Park,Rae,Excellent show and commentary throughout the park.,5
Alice Springs Desert Park,John Hutton,"Wonderful place to see & learn all about outback Australia, the free flying bird show is fantastic, Also, the survival in the desert presentation! Would highly recommend visiting, best to allow 3—4 hrs to see!!",5
Alice Springs Desert Park,Peter Townsend,"Went twice in a week. Absolutely love the aviaries, bird show, nocturnal house and all of the gardens. Excellent place to spend an afternoon. Plenty of facilities inside including a nice cafe and very friendly staff.",5
Alice Springs Desert Park,Will Dakin,Great place to visit! Theres plenty of really interesting fauna that are endemic to the region. They do some fantastic talks too - the bird show with Erin and desert survival with Jeremy were particular highlights.,5
Alice Springs Desert Park,Greg Butler,Absolutely superb lace to learn about the flora and fauna of central Australia. Informative workshops on a wide range of topics.,5
Alice Springs Desert Park,Judy Hibbatd,"Did the day walk, enjoyed the birds if prey,  dingoes and nocturnal exhibits.  Aviaries also very good. Highlight was the nocturnal tour where we had no sooner got through the gate and were met by multiple bettong, bandicoot,  mala's and to …",5
Alice Springs Desert Park,Linda Hall,Wish I had allowed time to do the night your also.  Learned a lot about Australia.,5
Alice Springs Desert Park,Trenett Ha,Beautiful desert park with lots of birdlife. The guides who do the tours are very informative and take their time to answer any questions. I would recommend attending both bird shows (in the morning and afternoon)  if you have the time as it is slightly different every time. A must-attend for Alice Springs.,5
Alice Springs Desert Park,Phil Jenkin,Fantastic place to learn about the central desert. If you go to the Alice visit here.,5
Alice Springs Desert Park,Alicja Sarnecka,"Great day out for a local, kids love to come back often",5
Alice Springs Desert Park,Stephen Mcallister,Amazing experience to learn about our nature and it's habitat.,5
Alice Springs Desert Park,Renee Sternberg,So entertaining with all the shows and wildlife. Really well played out and presented. Great job.,5
Alice Springs Desert Park,G,"The facilities were very good, but for the price we were expecting more from the wildlife displays. For overseas tourists this would probably be a worthwhile attraction, but for Australians this doesn't quite match the parks/sanctuaries in other cities at a similar price point.",3
Alice Springs Desert Park,Andrew Mills,This is such a great place. Its my favourite part of coming to Alice Springs. The bird show and all the animals are amazing. Will be coming back again when I come back to Alice. And the cafe food was very good and surprisingly the coffee tasted really good.,5
Alice Springs Desert Park,shylie fox,"Went for Partijma the light show, was beautiful.",5
Alice Springs Desert Park,G J,"November is probably getting a little on the hot & humid side to really appreciate the stroll around the park. Although there are water fountains scattered around, as well as seating (although these are a bit sparse) it can prove a bit tiring. The guides are quite knowledgeable and answer questions easily. Definitely worth a visit.",4
Alice Springs Desert Park,sophie widdison,"Such lovely team at the park, helpful and friendly.
Our guide Doug had so much knowledge and was fantastic and engaging. He told us 1000 things I didn't know and if I can remember 5 things I will be very happy. Good job guys.",5
Alice Springs Desert Park,Gulcin Mertens,"My hubby and l visited just over two weeks ago and we absolutely loved it.
Our tour guide Rubin was exceptional. Knowledgeable and a good sense of humour. Highly recommend",5
Alice Springs Desert Park,Matteo Gilardi,"fully suggest. Well organized with lots of lovely local animals. great to see so close the big red kangaroo and parrot.
enjoyed to stay and relax with.
I foster to watch it",5
Alice Springs Desert Park,KruzEngel,The best way to experience the vast array of desert flora and fauna; the birds are just spectacular. Totally worth a visit.,5
Alice Springs Desert Park,Volta Man,"A great park. The guides were helpful and I highly recommend their daily talks and events. Ruben was absolutely terrific - a hugely knowledgeable, humble and effective guide who knows his facts and the park  backwards. So much to learn from him.",5
Alice Springs Desert Park,Robert Lee,"A fascinating park with many things to see. Would suit a family or older people like ourselves. Good cafe, must sees are the cinema and the bird show.",5
Alice Springs Desert Park,David Johnstone,One of the greatest parks in Australia. Spent the whole day there going through the different regions exploring the wide variety of flora and fauna. Don't miss the bird show and take in as many of the info sessions you can. Make sure you visit.,5
Alice Springs Desert Park,Tosca Mulder,"A worthwhile park to visit. Our guides were well presented and had lots of interesting information to share, live bird shows, nocturnal house was beautiful. A great 20 minute film as well. Well worth a visit.",5
Alice Springs Desert Park,Gae Constable,"Great place to visit. Staff are friendly and professional, exhibits and  bird show were awesome. The talks by Lionel were presented perfectly - informative, authentic and generous. I purchased an annual pass so will be going back for more.",5
Alice Springs Desert Park,Kirsten Clifford,Incredible park! Staff were very knowledgeable and friendly. Large variety of animals to see and the nocturnal house was amazing! Highly recommend when in Alice Springs,5
Alice Springs Desert Park,R&R Adventures,"We love this place.
Lots of animals and lots of information about them.  Ther are tours you can tag along and you have to watch the bird show.
When you are in Alice its a must 10/10",5
Alice Springs Desert Park,Jayson Packett,"This place was better than I expected, kept my 4 kids entertained for an extended period which is no small feat. Lists of animals, lots of birds, great nocturnal display, the opening birds of prey talk was worth the admission price alone.",5
Alice Springs Desert Park,Andrew Andrews,Fantastic experience. Kids loved.,4
Alice Springs Desert Park,David Tee,Great place. Saw dingos and a great and unusual bird of prey demonstration.,5
Alice Springs Desert Park,Emily L,We went to this park on a whim and only planned to spend the morning there. We ended up being there almost until closing and then coming back to do the night tour. We loved the talks! They were all so different and informative. Thank you …,5
Alice Springs Desert Park,Jamie Taylor,"Great for both the day and the night tour, really enjoyed the park and the birds show",5
Alice Springs Desert Park,Richard Rombouts,Alice Springs Desert Park is an absolute wonder. Well worth a visit. The bird show is fantastic and the Nocturnal House a very pleasant surprise. Don't hesitate.,5
Alice Springs Desert Park,Léa Prt,"Nice park, I recommend to assist the bird flying show. The landscape is stunning as well",5
Alice Springs Desert Park,Lylen Ferris,"This is a must see! The paths at the desert park take you through various Australian desert ecosystems, all with different Flora and fauna. Try to catch the talks, but if you don't, there is excellent information posted about the animals …",5
Alice Springs Desert Park,Dolores Doran,Loved this place. Amazing. Should be on everyone's bucket list,5
Alice Springs Desert Park,Michael S,Good overall on our visit on 17 September. A really bad start though at the bird show when a staff member called Greg seemed to forget that respect for paying guests is a pretty basic principle. He got angry with a guy in a wheelchair …,2
Alice Springs Desert Park,Fiona Davy,"I give the park itself 5 stars! ⭐⭐⭐⭐⭐
Sadly tho, on weekends anyway, there are few options to get there without a car and the taxis cost $25 each way! The buses are few and far between and you'd …",3
Alice Springs Desert Park,Philip Moult,"Great introduction to the wonderful desert ecology of Alice Springs. Well presented, great shows, talks and exhibits. Amazing bird show and nocturnal house. Go early to beat the heat, need a some hours to appreciate and well worth the money",5
