source,place,comment
GoogleMaps,Alice Springs Desert Park,Beautiful park to wander around. Don't go on hot day though. Plenty of wildlife to look at. Bird show was good fun and the nocturnal house is well done.
GoogleMaps,Alice Springs Desert Park,Great place to visit the staff are very helpful & serves was great. Will go again.
GoogleMaps,Alice Springs Desert Park,Go early and look in the sandy paths at your feet to discover all the animal tracks left behind overnight! Birds of prey show is an absolute must! Staff are fantastic- all of them had so much patience and interest in discussing everything with us and especially the children. It really does change the way you think about the desert.
GoogleMaps,Alice Springs Desert Park,"Terrible experience rude staff at the entry & the bird show. Just a lot of walking, not alot of animals. At $40 per person, a very over priced experiance"
GoogleMaps,Alice Springs Desert Park,"4 years ago, and still miss this place so much.. ♥️"
GoogleMaps,Alice Springs Desert Park,"We had spent the previous 7 days walking the Larapinta trail, and it was good to visit the very well laid out Desert Park on our return. We found plants and animals we had seen on the trail. Our only minor regret was that we did not get to see a dingo."
GoogleMaps,Alice Springs Desert Park,Interesting place good walks on formed tracks nicely set up aviaries. Bird flight demos interesting but a bit rushed arrival of khan passenger's saw us serfs moved on
GoogleMaps,Alice Springs Desert Park,Great place to see lots of birds and learn more about the area's fauna and flora
GoogleMaps,Alice Springs Desert Park,Rayleen's talk on bush foods was excellent as always and getting to taste so many new flavours was awesome.
GoogleMaps,Alice Springs Desert Park,The guides were wonderful enjoyed Jeremy's talk on culture and language. Bird show was wonderful and different excellent. Well set out and all staff friendly and helpful.
GoogleMaps,Alice Springs Desert Park,"brilliant place to see, bird show was awesome and we got photos after. not many animals but was lovely to walk around but the bird show and backdrop was the best."
GoogleMaps,Alice Springs Desert Park,Very interesting displays and informative talks. Expensive but worth it.
GoogleMaps,Alice Springs Desert Park,"I cannot believe it's been 21 years since it opened. To me, it only feels like yesterday. …"
GoogleMaps,Alice Springs Desert Park,"Great experience. Loved it all especially, Anne from""survival in the desert"" and the free flying bird show!"
GoogleMaps,Alice Springs Desert Park,Maybe we visited at the wrong time. There wasn't much to see. I would definitely recommend getting a tour and having someone show you around with a specific genre of information in mind. Annual membership is available and definitely good value for money. Staff very friendly
GoogleMaps,Alice Springs Desert Park,"Catch the bird show. Walk will take about an hour plus stops to see the nocturnal animals , the dingos, and Roo's. Staff knowledgeable and friendly"
GoogleMaps,Alice Springs Desert Park,"Awsome experience! Worth the money! I will be coming back! Tour guides are friendly, funny and relatable & make you feel a part of it. The only thing id say for constructively help would be maybe get more mobility scooters so that walk in …"
GoogleMaps,Alice Springs Desert Park,"One of the best days of my holiday. Bird's swooping past me,all the time an expert commentary explains what you need to know. And i can't speak highly enough of the young lady who also gave us many insights into desert life. Go there."
GoogleMaps,Alice Springs Desert Park,Bird show is fantastic and the nocturnal house is a must do.
GoogleMaps,Alice Springs Desert Park,"Simply great! Spent the whole day in the park, you need the time if you'd like to see all! We can really recommend the whole program! We learned a lot of the cultur, flora and fauna of the red center!"
GoogleMaps,Alice Springs Desert Park,"A beautiful place, full of interesting things to see and learn about. The shining lights of this park are the staff. It's clear that they place the welfare of the animals in their care in the highest regard, while striving to provide …"
GoogleMaps,Alice Springs Desert Park,Great bird show
GoogleMaps,Alice Springs Desert Park,I appreciate how animal- friendly the species are being kept
GoogleMaps,Alice Springs Desert Park,I had so much fun exploring and learning about the desert. The guides are knowledgeable and engaging. The animals are very well cared for. I recommend going to the talks and the nocturnal tour.
GoogleMaps,Alice Springs Desert Park,"An amazing place, brilliantly presented, let down by one staff member. Great guides & displays. Very informative for kids and adults. Great value for money. …"
GoogleMaps,Alice Springs Desert Park,"Awesome park with so many animals to see. Wonderful aviaries, some of which you can walk through as well as soany land animals. The nocturnal house was a particular highlight!"
GoogleMaps,Alice Springs Desert Park,"Had been told how good this was...cost approx $25....price hike $74 really! Bird shoe great, as was Ranger talk re Kangaroos and Dingoes. Signage poor around park. Cafe cost a disgrace, two average salad rolls $13.95 EACH... GREEDY ALL ROUND"
GoogleMaps,Alice Springs Desert Park,The nocturnal experience is fantastic.
GoogleMaps,Alice Springs Desert Park,"The Alice Springs Desert Park is a must see! The staff are all friendly and helpful and the bird show was fantastic. The park is well set out and easy to navigate with beautiful views of the local landscape. They have a nocturnal animal house where you can try and spot bilbys, quolls, snakes and much more."
GoogleMaps,Alice Springs Desert Park,This is a biological park. Some interesting exhibits. Loved seeing the nocturnal exhibit and the birds show. Price a little steep if you just want to visit for a few hours.
GoogleMaps,Alice Springs Desert Park,"Great little park - prefect if this is your first time visiting Australia - however if you have been here a while and you've seen alot of native animals its not as impressive. We enjoyed it though, the shows are good."
GoogleMaps,Alice Springs Desert Park,"Highlighting Australia's indigenous species, crawling, slithering, flying, jumping, climbing and burrowing. Great experience and for me the highlight was the raptor display."
GoogleMaps,Alice Springs Desert Park,"Brilliant night tour of endangered, nocturnal creatures. The guides were terrific. Science plus delight. Highly recommend."
GoogleMaps,Alice Springs Desert Park,The bird show was amazing. And we loved the nocturnal section. Well worth the entrance price. I would recommend spending at least 4 hours here.
GoogleMaps,Alice Springs Desert Park,The Alice Springs Desert Park is a must see when visiting beautiful Alice Springs. The rangers are friendly and extremely knowledgeable. The most exciting bird display by ranger Ellen is the highlight of the day. I love visiting the Desert Park and due to obtaining my territorian pass I can visit numerous times in a year for free.
GoogleMaps,Alice Springs Desert Park,Awesome bird show and nice easy walk around conservation area.
GoogleMaps,Alice Springs Desert Park,I learned so much! Flora and fauna and geology.
GoogleMaps,Alice Springs Desert Park,"FANTASTIC to see all things from the desert. The birds, the movie, the Kangaroo info ALL Of it GREAT. A little HOT today Jan 2nd 2019 - 45 or 121 deg F. But still worth the visit"
GoogleMaps,Alice Springs Desert Park,"The desert park is a great place to start your Alice Springs trip. We learnt a lot about the area, animals, birds and and plants. The bird show was great. We have since been able to spot quite a few different bird species in the west MacDonnell ranges."
GoogleMaps,Alice Springs Desert Park,Alice Springs desert park is a must it let's you get up close and personal with the birds and wildlife of the desert that you may not get a chance to see. The shows put on by the staff are informative and interesting.
GoogleMaps,Alice Springs Desert Park,Fantastic park. Could easily spend the whole day. Many presentations and can come and go during the day as long as you keep your ticket. Highly recommend this park.
GoogleMaps,Alice Springs Desert Park,"Discover the animals of the desert. Fantastic Birds of prey show, Dingos, Emus Kangaroos and the scenery is fabulous. So great to visit for the bird varieties alone. Do not miss it."
GoogleMaps,Alice Springs Desert Park,"Display was great. Very informative. Only drawback was the cafe. Dirty cups that had chips and cracks,the hot coffee was luke warm at best.dry muffins. When challenged on the problems all i got was a typical laugh of an Asian girl. Blank screen. So in short take your own food and have a great day."
GoogleMaps,Alice Springs Desert Park,"This place is fantastic. It can get hot so dress appropriately, and take plenty of water. Cafe and gift shop shut at 4:30, and expect to look around for a good couple of hours"
GoogleMaps,Alice Springs Desert Park,"Really enjoyed seeing all the animals, very caring, knowledgeable and welcoming staff. The bird demonstration is amazing. We'll worth a visit."
GoogleMaps,Alice Springs Desert Park,"As we are from Melbourne, it pales against Healsville Sanctuary. However, the bird displays are great even though most birds don't stand still long enough to view."
GoogleMaps,Alice Springs Desert Park,This is a great place to visit and be educated about the plants and animals that live around the Alice and the district. Great raptor show and all the staff were friendly and knowledgeable. A must do if visiting the Alice.
GoogleMaps,Alice Springs Desert Park,Lots to learn. They have an amazing bird show
GoogleMaps,Alice Springs Desert Park,The Desert park has always been a popular place to visit. The new cafe and cicktail bar make it even better.
GoogleMaps,Alice Springs Desert Park,My family ranging from 8 years to 63 years all loved it! The bird show was fantastic
GoogleMaps,Alice Springs Desert Park,The bird show was amazing
GoogleMaps,Alice Springs Desert Park,Lots of native species in a natural setting however lots of walking.
GoogleMaps,Alice Springs Desert Park,"We were only there for luncheon on our tour. Beautifully presented, delightful selection cold meats and assorted salads. Marvellous selection of Deserts as well incl tea, coffee, soft drinks, wines etc."
GoogleMaps,Alice Springs Desert Park,Would have loved to see the free flying birds but we arrived at the counter a few minutes to 10 and we were told it was now closed. So sadden by this as not advertised on website to arrive early. The board near the Carpark entrance did …
GoogleMaps,Alice Springs Desert Park,"Saw the bird show which was OK. Dingoes, Emus and Kangaroos were nowhere in sight. Aviaries had plenty of birds. Was disappointing after being recommended as great."
GoogleMaps,Alice Springs Desert Park,It was hot when we were there so it was a bit hard to get out and about with the young kids. We got there early and saw everything. Kids loved seeing all the animals and absolutely loved seeing the eagle up close!
GoogleMaps,Alice Springs Desert Park,What a treasure. Beautifully re-created desert and sand environs and natural woodlands. Extraordinary bird life and a nocturnal house to be proud of. Guides are knowledgeable and friendly. Do yourself a favour.
GoogleMaps,Alice Springs Desert Park,Fantastic laid out with lots to see and do. Highly reccomend trying to get to each tour/ presentation. They're brilliant- very informative guides.
GoogleMaps,Alice Springs Desert Park,"Amazing place, very knowledgeable staff and lots to see"
GoogleMaps,Alice Springs Desert Park,"Our guide was knowledgeable, entertaining and funny. Lunch was good. The bird session was astoundingly good. We were really impressed."
GoogleMaps,Alice Springs Desert Park,Great place to browse the flora and fauna. The bird show was very entertaining. Worth a visit when your in the area.
GoogleMaps,Alice Springs Desert Park,"Well worth the visit, you see so much more especially nocturnal animals. And the Rapture flight show is excellent as are the talks by the rangers."
GoogleMaps,Alice Springs Desert Park,Good raptor bird show. Interesting talks from aboriginal woman and local guide. Really knowledgeable guides very helpful. Not our first choice but enjoyed it.
GoogleMaps,Alice Springs Desert Park,Excellent park to visit and walk around for hours. Nocturnal display spectacular especially the lively Bilbies. 5 hrs enables a good look and experience.
GoogleMaps,Alice Springs Desert Park,"You can drive for days on end and you might see the odd Roo, Emu, Brumby and definitely Cattle through the region. Drive regularly over decades and you will learn that Dingos, Echidnas, Donkeys and Camels roam wild throughout. This desert …"
GoogleMaps,Alice Springs Desert Park,"Spent the day walking around, lots to see and learn. Scheduled sessions / talks are well worth it. Bird show was very good. Great day!"
GoogleMaps,Alice Springs Desert Park,"amazing resort but i think the camping ground pool should be under cover it was 40 degrees for most to of the days we were there. also under cover playground so the kids dont burn themselves. we m,ainly stayed in our caravan as there wasnt enough indoor activities"
GoogleMaps,Alice Springs Desert Park,"This place is worth the visit. The Bird shows in the morning and afternoon are the highlight of the visit, get there early. Dingoes are cool as well. Plan for a whole day there. Onsite cafe\restaurant as well."
GoogleMaps,Alice Springs Desert Park,Very well laid out. You are able to walk amongst most of the wildlife living at the park. A large variety of bird life. Friendly informative staff.
GoogleMaps,Alice Springs Desert Park,"What a magical experience. Bike riding and hiking through the park is beautiful. With mostly flat paths, it makes for a wonderful sunset stroll."
GoogleMaps,Alice Springs Desert Park,"Easy to spend a very enjoyable day here. Very organised, friendly and professional staff. A must do place. However the cafe is a massive let down. Cold food, small servings and really overpriced. Best to dine elsewhere when your visit is done. Otherwise excellent!"
GoogleMaps,Alice Springs Desert Park,"An interesting place. Well set out. Great bird & raptor show. Nocturnal enclosure. Child friendly. Rather expensive tho, & needed more seating for the elderly."
GoogleMaps,Alice Springs Desert Park,"Fantastic place to visit, last time visit 15years ago Magic and peaceful"
GoogleMaps,Alice Springs Desert Park,Fantastic. Very well done. Light show was spectacular. Ive seen similar cultural light shows on the Sphinx in Egypt and Petra in Jordan and this was far better than both. Well done.
GoogleMaps,Alice Springs Desert Park,"The bird show at 3pm was eealky good. The nocturnal exhibit very food, the eest were so so."
GoogleMaps,Alice Springs Desert Park,A highlight of Alice Springs. An amazing bird enclosure. Jeff was a most interesting guide.
GoogleMaps,Alice Springs Desert Park,I didn't think I would be that interested but I was wrong. The nocturnal house is outstanding. The entry price is a bit steep so make sure that you have plenty of time to have a good look around.
GoogleMaps,Alice Springs Desert Park,Was a great day. Recommend getting there early to see all the shows. Park was so natural. Peaceful.
GoogleMaps,Alice Springs Desert Park,"Fantastic, so many different species. Bird show was awesome. Nocturnal house is full of interesting exhibits."
GoogleMaps,Alice Springs Desert Park,I LOVED this place!! I didn’t know much about it so went in with no expectations and was so impressed! Beautiful staff especially Doug who was a native aboriginal and had a heart of gold! Can’t recommend this place enough for anyone visiting Alice Sorings.
GoogleMaps,Alice Springs Desert Park,A brilliant experience. Wonderful birds and vegetation. Allow at least 3 hors. The talk on bush survival and foods from Jeremy was excellent and informative.
GoogleMaps,Alice Springs Desert Park,"The park was nice, but what was most interesting was the talk from the guide Renata. She was so knowledgeable and took the time to answer so many of our questions. Thank you Renata!"
GoogleMaps,Alice Springs Desert Park,We enjoyed the night time walk. The staff are on top of their subject and clearly enjoy their work.
GoogleMaps,Alice Springs Desert Park,"Great place to visit, very informative. The live bird show was great. The information sessions are great with knowledgeable people running them. Would recommend this place highly when visiting Alice."
GoogleMaps,Alice Springs Desert Park,"Extremely well done and maintained. If interested in birds, this a wonderful place to see many species, albeit in aviaries. Also lots of honeyeaters in the wild."
GoogleMaps,Alice Springs Desert Park,A very enjoyable experience. Great video to begin and well set out with exhibits living environments and nocturnal house is brilliant.
GoogleMaps,Alice Springs Desert Park,"Great bird show, very informative and fun. You can take pictures with an eagle or owl for $10 after the show."
GoogleMaps,Alice Springs Desert Park,Great views and scenery. The exhibits are well worth seeing. Loved the bird show.
GoogleMaps,Alice Springs Desert Park,"One of my favorite places to visit in Alice, beautifully designed and presented. The flying bird show is a must along with the nocturnal house and I just like to get lost in the aviaries."
GoogleMaps,Alice Springs Desert Park,"I did the night tour. It was fantastic. I saw and learnt much more than I expected, the tour guide was loveley. 10/10 would reccomend."
GoogleMaps,Alice Springs Desert Park,"The rapter show was fantastic, Aaron has an amazing rapport with the birds"
GoogleMaps,Alice Springs Desert Park,Came to this place today on a tour for the Ghan. Jeremy was a most factual and helpful guide. Also magnificent was the bird show.
GoogleMaps,Alice Springs Desert Park,"Awesome park. Do the night walk and and FFS sit your arse down and don't take food into the ""must do"" bird show (not like some stupid hippies x 2) or one of the world's largest eagles - the mighty Wedgetail - will physically take your head off......"
GoogleMaps,Alice Springs Desert Park,"We couldn't see it all in the time we had, so at some stage, in the future, we will be back. The talk on Aboriginal weapons & food gathering was very informative."
GoogleMaps,Alice Springs Desert Park,As a disabled Veteran I was pleasantly surprised at the lengths the staff went to make my visit 100% accessible to all exhibitions and displays. A great wild life park.
GoogleMaps,Alice Springs Desert Park,Cafe closed for reno's at the moment but a lil coffee van is there. The bird enclosures were great n so informative
GoogleMaps,Alice Springs Desert Park,"A pleasant experience. Friendly and knowledgeable guides, a bird show reminding us of the amazing intelligence of birds. It's worth a visit."
GoogleMaps,Alice Springs Desert Park,Recommend visiting during off peak to get full experience. Bring lots of fluids. Amazing views. Very knowledgeable staff. Easy to make your way around.
GoogleMaps,Alice Springs Desert Park,"A must see in Alice, get there early to enjoy tours and talks. The bird demonstration is not too be missed"
GoogleMaps,Alice Springs Desert Park,"I love this place. Central Australian plants and animals from many different arid zone ecosystems in one place. Don't miss the ""bird"" show, one in the morning and one in the afternoon."
GoogleMaps,Alice Springs Desert Park,Excellent day. Do not miss a visit here
GoogleMaps,Alice Springs Desert Park,Great walk and beautiful gardens and animals! Take your time as the animals are in very realistic enclosures so they may be hiding a bit.
GoogleMaps,Alice Springs Desert Park,The Alice Springs Desert Park was fabulous. The staff were very helpful and knowledgeable especially Ruben who was excellent. The raptor presentation was superb.
GoogleMaps,Alice Springs Desert Park,Great place for family outing. Time goes by so quickly here. The bird show at Amphitheatre is worthwhile. Cafe needs more hot food items.
GoogleMaps,Alice Springs Desert Park,"It is ok, the bird show is good, no many kangaroos, but actually it is better. It means they are wild."
GoogleMaps,Alice Springs Desert Park,Amazing Parrtjima show on for a week in the Desert Park. Backdrop of Ranges and red earth to refect the light showing of Indigenous art and culture. Next time I'll see the park attractions. Plan to be in Alice for a month of festivals.
GoogleMaps,Alice Springs Desert Park,"Find the difference in same species of plants in one place. We drove the Meerinie loop, Namatjira drive and saw every attraction. Also saw East MacDonnell ranges. Saw so many different plants but never all in one place like this. Excellent."
GoogleMaps,Alice Springs Desert Park,"Nice tourist place, they have all different animals plus a bird show, also a cafe for food and drinks, it is like a 10 dollar eftpos min though."
GoogleMaps,Alice Springs Desert Park,Good bird show lasting 20mins. There is a bit of walking to do so take care on a hot day. Allow about 4 hours.
GoogleMaps,Alice Springs Desert Park,"The nocturnal tour was amazing! Was a different experience and the staff were great, I loved all the animals."
GoogleMaps,Alice Springs Desert Park,Really loved this park! The bird show and nocturnal house were definitely highlights and worth seeing!
GoogleMaps,Alice Springs Desert Park,"An educational experience, humbling and an eye opening about Aboriginal medicine, damper cooked from waratah seed flour and kangaroo tail meat that is very tender. Australian animals like spinifex desert mouse survival ability, the majestic wedge tail eagle, etc."
GoogleMaps,Alice Springs Desert Park,"Took a whole high school camp group, the kids and staff all loved it and the speakers were all incredibly knowledgeable, fun and friendly. 11/10 still can't believe how well they can train a magpie to perform."
GoogleMaps,Alice Springs Desert Park,"Loved it here, felt safe and they have great laundry room and the cabins are beautiful. I even had a guest for breakfast of a lovely stick insect."
GoogleMaps,Alice Springs Desert Park,A wonderful park skillfully arranged to educate and delight anyone wanting to experience the many types of wildlife in the Australian outback. I highly recommend the Eagle Encounter!
GoogleMaps,Alice Springs Desert Park,Very cool and informative place. Could be cool if the day ticket could be 24hours instead of the day you buy. But super nice place!
GoogleMaps,Alice Springs Desert Park,"We absolutely loved this place, also did the nocturnal tour which was amazing."
GoogleMaps,Alice Springs Desert Park,Great Bird show a must see. The nocturnal display is also pretty cool! Definitely a must do whilst visiting Alice Springs
GoogleMaps,Alice Springs Desert Park,Great place to visit on a regular basis. Heaps to see and learn about desert flora and fauna. Under constant development. The shows are great an very informative.
GoogleMaps,Alice Springs Desert Park,"Very clean park, great hot showers and awesome bbq area! Everyone is lovely and the park staff were great! Would stay here again anytime we pass through 😊 …"
GoogleMaps,Alice Springs Desert Park,Spectacular place for an educational look at the local desert environment. The pesentation on Survival in the Desert: Tools and Tribes by Ranger Jeremy was fascinating. An outstanding park to visit .
GoogleMaps,Alice Springs Desert Park,"Great park, the bird show is a particular highlight. Even though I'm local I end up visiting at least once a year."
GoogleMaps,Alice Springs Desert Park,So much in formation here about the different desert environments. The plants and animals that live in the desert well show cased. The bird show and cultural talk are brilliant
GoogleMaps,Alice Springs Desert Park,"Great team from entrance all the way through exit, friendly and helpful. If you have any health issues you are offered a scooter great way to get around"
GoogleMaps,Alice Springs Desert Park,"If you have the time, get both the day and night tickets and make sure you catch the bird show. Great experiences, friendly guides."
GoogleMaps,Alice Springs Desert Park,Nice place to enjoy life
GoogleMaps,Alice Springs Desert Park,Very enjoyable. Our guide Jeff was really good. Done as part of our trip on the Ghan.
GoogleMaps,Alice Springs Desert Park,Really enjoyed this. The birds of prey is highly recommended. They have kangoroos for the kids and also a nice insect/snake area.
GoogleMaps,Alice Springs Desert Park,"Very educational, well thought out, modern and well maintained, convenient location. Great for families. Could be a bit pricey. Check the times of the guided walks and talks."
GoogleMaps,Alice Springs Desert Park,Great place to see flora and fauna. Only problem was that many activities were in the morning so arriving in the afternoon we missed a number of activities
GoogleMaps,Alice Springs Desert Park,Must stay and watch the bird show!
GoogleMaps,Alice Springs Desert Park,"Took our 14 year old twins who didn’t want to go, but had an amazing time. Loved the Nocturnal Experience!"
GoogleMaps,Alice Springs Desert Park,Great friendly knowledgeable staff and great amount of animals to look at in the park and the shows are very professional. Absolute must visit for any tourists to the Alice region
GoogleMaps,Alice Springs Desert Park,A really enjoyable and informative day with the kids. All the talks we saw were fascinating. Highly recommended.
GoogleMaps,Alice Springs Desert Park,"A beautiful day out, stunning location, passionate staff & experts. So lovely to walk around at your own pace and take in the sights and animals"
GoogleMaps,Alice Springs Desert Park,"Absolutely fantastic, lovely walks with native trees, bushes and grasses, great bird enclosures, low key informative presentations with no crowds"
GoogleMaps,Alice Springs Desert Park,"The guides were really knowledgeable in the animals and the land as well. It's a great day out to learn about the Aborigines, the animals, and their culture."
GoogleMaps,Alice Springs Desert Park,"Fantastic set-up, very well laid out. Staff all very knowledgeable and helpful. Jeremy is a standout u Guide. Highly recommend visiting to everyone"
GoogleMaps,Alice Springs Desert Park,Great Bird show. The Park Rangers were fantastic. The birds majestic. A must do.
GoogleMaps,Alice Springs Desert Park,Really enjoyed our time here. More direction signs could be helpful. Very friendly park staff. Enjoyed meeting the puggle Inca.
GoogleMaps,Alice Springs Desert Park,Well informed guides. Bird display was exceptional. Actually privy to how the birds are trained with positive reinforcements. Well worth visiting.
GoogleMaps,Alice Springs Desert Park,Loved this experience can't wait to go next year...
GoogleMaps,Alice Springs Desert Park,Would be easy to spend a full day here. Best nocturnal house that I have seen. Fantastic free flight bird show too!
GoogleMaps,Alice Springs Desert Park,We stepped into a spectacular world of light and sound where contemporary and traditional Indigenous stories and artwork was brought to life under the night sky on an unprecedented scale. Illuminating the epic 300-million-year-old …
GoogleMaps,Alice Springs Desert Park,Great place and very informative staff and bird show a must.
GoogleMaps,Alice Springs Desert Park,Do not miss this ōpen plan zoo. Some superb shows and the birds are so beautiful
GoogleMaps,Alice Springs Desert Park,I enjoy visiting the park when in Alice but the entry charge is way too much. Seniors at $32 is twice what it should be!
GoogleMaps,Alice Springs Desert Park,"Great for the birds, only saw 1 dingo, very disappointing. I think it is over priced for what it was."
GoogleMaps,Alice Springs Desert Park,Bird show is awesome and the nocturnal exhibit is like nothing I've seen before. You can't go to Alice Springs and not go here!
GoogleMaps,Alice Springs Desert Park,"Dear Staff of this amazing park, I visited you last November and I was amazed with the facilities, how you …"
GoogleMaps,Alice Springs Desert Park,A great and spacious place. A night house and a bird show are a must!
GoogleMaps,Alice Springs Desert Park,"Went to Desert Park with tour group. Enjoyed the information our guides provided, especially Ann. Too much walking for older visitors"
GoogleMaps,Alice Springs Desert Park,The nocturnal house is awesome
GoogleMaps,Alice Springs Desert Park,"Loved the birds, would have loved to spend more time here. Encountered a wild perentie crossing my path. Excellent cultural talk."
GoogleMaps,Alice Springs Desert Park,A must see for anyone visiting Alice spring. Great place to experience the Australian outback. Suggest hiring a mobility scooter which makes gett ng around easy.
GoogleMaps,Alice Springs Desert Park,Great place. The raptor demonstration was very enjoyable and entertaining. Parrtjima light festival was also on and that too was a very enjoyable experience.
GoogleMaps,Alice Springs Desert Park,Was really interesting . Loved the Willie Wagtail he stole the show for me 😁 …
GoogleMaps,Alice Springs Desert Park,A great way to spend a day in Alice Springs. You can birdwatch or spend some money on the shows show casing the faura of the Red Centre.
GoogleMaps,Alice Springs Desert Park,Wonderful informative day...spent 6hrs exploring with the kids (2 and 5)! The info talks are well worth it...and the bird show was amazing!
GoogleMaps,Alice Springs Desert Park,One of the best native animal parks I have ever been to. The nocturnal house and night tour were the best.
GoogleMaps,Alice Springs Desert Park,Very interesting and a lot to see
GoogleMaps,Devils Marbles (Karlu Karlu),"This a great natural place huge boulders, but since I was last here in 2017, thete are now signs where there are no taking pictures. what a JOKE!!! it's a natural resource how do you expect people to want to to see places if thete are no …"
GoogleMaps,Devils Marbles (Karlu Karlu),"The Devils Marbles (Karlu Karlu) are absolutely stunning—huge, round boulders scattered across the landscape, rich in both natural beauty and cultural significance. It’s a peaceful place to walk around, especially at sunrise or sunset when the rocks glow. A truly special stop in the Northern Territory."
GoogleMaps,Devils Marbles (Karlu Karlu),Beautiful landscape with unusual rocks formations. We enjoyed every single moment and rock. We only passed by on purpose trip and I highly recommend if you’re in the area. Even if you don’t book guided tour it’s still worth it to go.
GoogleMaps,Devils Marbles (Karlu Karlu),Beautiful rock formations. We stayed in the national park and it was very busy so you must book in advance. I enjoyed the walks through the boulders just a shame some areas cannot be photographed as they are amazing formations.
GoogleMaps,Devils Marbles (Karlu Karlu),Very nice. It’s like granite boulders have just dropped from the blue sky. It’s along the road before teaching Tennant Creek. It’s magnificent👍👍👍👍👍. It’s free to visit. …
GoogleMaps,Devils Marbles (Karlu Karlu),Well worth the 2nights we spent here. You have to book online for camp site and right now it's pretty booked every night. There is Wi-Fi at the day area. We did all walks and the sunset was noice over the rocks. If the camp site is booked out you can stay at the pub campground 5k and roadside stop 10k.
GoogleMaps,Devils Marbles (Karlu Karlu),"No matter how many times we have driven down the track, we always stop in at this magnificent place for a wander among the boulders and to marvel at the Creator's artistry. It can be a popular location for the flies during the beginning of the dry too! It's even got free wifi."
GoogleMaps,Devils Marbles (Karlu Karlu),"The Devils Marbles are located on the Stuart Highway, just below Tennent Creek. I visited in the first week of May. The temperature was perfect, but the flies were unbearable. You could not explore the area without wearing a fly net over …"
GoogleMaps,Devils Marbles (Karlu Karlu),"Amazing spot, well worth a stay so you can do all the walks, explore the area & see the incredible sunsets & sunrises. Bargain at about $15/family at the campground. Respect the no photography zone & climbing on boulders where asked as …"
GoogleMaps,Devils Marbles (Karlu Karlu),"If you miss this going up the highway well you shouldn’t be driving!!! The number of boulders in one spot, the way they balance is amazing …"
GoogleMaps,Devils Marbles (Karlu Karlu),Amazing geology and great photo opportunities particularly at sunrise or sunset. Be warned that it due to its location is a very popular camping site for caravans and throughout the afternoon they arrive like a plague from biblical Egypt so get there early if you plan to camp.
GoogleMaps,Devils Marbles (Karlu Karlu),"Karlu Karlu (Devil's Marbles) is a great place to go for a walk, or free camp overnight. The campground has toilets and bins. Recommend going for a walk at sunrise or sunset for the contrast of colours and …"
GoogleMaps,Devils Marbles (Karlu Karlu),"Great features of the rocks. Nice walks. Good scenery. Easy walking tracks around the main rocks. Toilets and parking is good. For the amount of time you might spend here, it isn't worth the NT day pass. They need a different rate for different parks, like other states."
GoogleMaps,Devils Marbles (Karlu Karlu),"Travelling around Australia can be exciting, and Devils Marbles is one of them. This place is considered one of the oldest surface of this planet and essential for Aboriginal people. …"
GoogleMaps,Devils Marbles (Karlu Karlu),Mostly this place like to visit by moto-tourist peoples and off-road peoples. Here is vibrant Rock and some small tress attracted to the visitors. While traveling through this way they stopped here and spending time with friends and …
GoogleMaps,Devils Marbles (Karlu Karlu),"Great spot right in the middle of the rocks, off grid, spacious pitches. Need to book WAY in advance. Smelly basic drop Dunnys. Camp fires."
GoogleMaps,Devils Marbles (Karlu Karlu),A must go to even for a day visit pet feie dly ay area only.
GoogleMaps,Devils Marbles (Karlu Karlu),Its 100% worth it to take a stop next to these gorgeous Rocks. You can stop next to the Highway just to take some pics or you can do a longer stop and walk through the amazing devils marbels. There are so many places to Explore.
GoogleMaps,Devils Marbles (Karlu Karlu),"Wanted to camp there, apparently there is free camp, when we tried to book it does charge a fee. We had trouble with phone reception when we realised you had to go on line to book so we boycotted all together, had a quick drive around and …"
GoogleMaps,Devils Marbles (Karlu Karlu),We were told to come out here and we were surprised. We read the history and the tribal history and took a walk around the area. Signs were posted well so you couldnt miss it on the hwy while driving thriugh. Well worth the stop over. You can take as long as you like looking.
GoogleMaps,Devils Marbles (Karlu Karlu),"Fantastic site, very hard to get the pegs in if in a tent but it’s worth it for that sunrise. Beautiful. And the rocks are amazing too!"
GoogleMaps,Devils Marbles (Karlu Karlu),"Amazing!! Spent a few days here exploring all the walks. Book camping online ahead of time, we were not aware of that before we got there. Luckily the day use area has limited free wifi! We were lucky enough to witness a moon rise while we were there, so lovely! Stinky long drops on site as well as fire pits with hot plates."
GoogleMaps,Devils Marbles (Karlu Karlu),"Very nice place to visit, only 1.5 hour from Tennant Creek on the way to Alice Springs. If you visit during wet season, please be aware of flies. Free Wifi available. Long drop toilet is there, but couldn’t find any water tap during my recent visit on 29-12-2020."
GoogleMaps,Devils Marbles (Karlu Karlu),Quite an interesting place to wander around. There's a very good information display and free WiFi (true!) under the information area. Toilets down back are drop loos & might pay to take tissue if you intend to use them.
GoogleMaps,Devils Marbles (Karlu Karlu),It was highly recommended to us to check out Devil’s Marbles on way to Darwin & we are so glad we did! There’s more to it than what you see from the road driving past. Plenty of parking spots & toilets near car park. The Rocks are all …
GoogleMaps,Devils Marbles (Karlu Karlu),"Amazing! Not far off the road, good parking and toilets. You can also camp"
